name,episodes,link
"Boku ni Sefure ga Dekita Riyuu Tập 1",1,"https://video.twimg.com/amplify_video/1983056819351150592/pl/jKJE-0-IADaxSN9K.m3u8"
"Seitokaichou Hikaru Tập 1",1,"https://video.twimg.com/amplify_video/1983061999991885824/pl/5IoME4sJnKR_4Jdx.m3u8"
"Seika Jogakuin Kounin Sao Ojisan Tập 3",1,"https://video.twimg.com/amplify_video/1983056902893277184/pl/6eEjb8FTjAWSRoiY.m3u8"
"Chichiiro Toiki Tập 1",1,"https://video.twimg.com/amplify_video/1983059036778938368/pl/uVCSvBkbo9xryd_7.m3u8"
"Koutetsu no Majo Annerose Tập 4",1,"https://video.twimg.com/amplify_video/1983060903248433152/pl/8kAlL9Ew-PXB82GQ.m3u8"
"Katainaka ni Totsui de Kita Russia Musume to H Shimakuru Ohanashi Tập 4",1,"https://video.twimg.com/amplify_video/1983053735778570240/pl/m-SvtfLmUcIWczhR.m3u8"
"Chichiiro Toiki Tập 2",1,"https://video.twimg.com/amplify_video/1983058464688521216/pl/2pT8jv6wlOyiE9p7.m3u8"
"Kyonyuu Princess Saimin Tập 1",1,"https://video.twimg.com/amplify_video/1983056107191898112/pl/sWFi5CQYJbkwo05G.m3u8"
"Boku ni Sefure ga Dekita Riyuu Tập 3",1,"https://video.twimg.com/amplify_video/1983056188754305024/pl/XGzq3EUEuQ1b7gsP.m3u8"
"Seika Jogakuin Kounin Sao Ojisan Tập 2",1,"https://video.twimg.com/amplify_video/1983057399767306240/pl/fFfVkJc4UA5If5U8.m3u8"
"Boku ni Sefure ga Dekita Riyuu Tập 2",1,"https://video.twimg.com/amplify_video/1983056763826974721/pl/MvVRGgJGkWdANcNp.m3u8"
"Mahou Shoujo Elena Tập 2",1,"https://video.twimg.com/amplify_video/1983060257963126784/pl/Z0xryE2p0bjice8k.m3u8"
"Iinchou wa Saimin Appli o Shinjiteru. Tập 1",1,"https://video.twimg.com/amplify_video/1983055426238173184/pl/vpkrQJ4gQ4Z_hvJi.m3u8"
"Kyonyuu Princess Saimin Tập 2",1,"https://video.twimg.com/amplify_video/1983056061260001280/pl/XA2LeOwy15a1SssF.m3u8"
"Seika Jogakuin Kounin Sao Ojisan Tập 1",1,"https://video.twimg.com/amplify_video/1983057452380622848/pl/l5yiAPbRW1sdgwEo.m3u8"
"Mahou Shoujo Elena Tập 1",1,"https://video.twimg.com/amplify_video/1983060863436152832/pl/KLJwykI3t4Hn4yuw.m3u8"
"Boku ni Sefure ga Dekita Riyuu Tập 4",1,"https://video.twimg.com/amplify_video/1983056127014154240/pl/J8wDfyRgIFJpIQE8.m3u8"
"Nerawareta Megami Tenshi Angeltia Tập 4",1,"https://video.twimg.com/amplify_video/1983062184604180480/pl/upthHF6wwHIyOafT.m3u8"
"Hime-sama Love Life! Tập 3",1,"https://video.twimg.com/amplify_video/1983050662708654081/pl/JwwTlduhiVAEOtTP.m3u8"
"Koutetsu no Majo Annerose Tập 3",1,"https://video.twimg.com/amplify_video/1983061276449288192/pl/MQSJrGYFKesjY0RH.m3u8"
"Hime-sama Love Life! Tập 1",1,"https://video.twimg.com/amplify_video/1983053584540270592/pl/sCVafYRH9KxC6CIR.m3u8"
"Mahou Shoujo Elena Tập 3",1,"https://video.twimg.com/amplify_video/1983059904337248256/pl/MP1rAYmfZC6gXhue.m3u8"
"Koutetsu no Majo Annerose Tập 1",1,"https://video.twimg.com/amplify_video/1983061803799080960/pl/LIVFgaZIRYZnnsdX.m3u8"
"Koutetsu no Majo Annerose Tập 2",1,"https://video.twimg.com/amplify_video/1983061589017137154/pl/YbIDM8KKu6mjYdoO.m3u8"
"Hime-sama Love Life! Tập 2",1,"https://video.twimg.com/amplify_video/1983052285967032320/pl/WpBP1X-LmyjqtFcM.m3u8"
"Succubus Yondara Gibo ga Kita!? Tập 1",1,"https://video.twimg.com/amplify_video/1983057484173443072/pl/PJoyAuWM_-GuFIej.m3u8"
"Jitaku Keibiin 2 Tập 3",1,"https://video.twimg.com/amplify_video/1983068192256802817/pl/cxUT2st8HET5redB.m3u8"
"Isekai Kita node Sukebe Skill de Zenryoku Ouka Shiyou to Omou The Animation Tập 2",1,"https://video.twimg.com/amplify_video/1983064394624860160/pl/KJ2WTxsbog070Lgg.m3u8"
"Nerawareta Megami Tenshi Angeltia Tập 3",1,"https://video.twimg.com/amplify_video/1983063018473742336/pl/Hxo1olo9clrxK-QH.m3u8"
"Nerawareta Megami Tenshi Angeltia Tập 1",1,"https://video.twimg.com/amplify_video/1983063056402784256/pl/ZPndFpq0UTerrjI0.m3u8"
"Chii-chan Kaihatsu Nikki Tập 1",1,"https://video.twimg.com/amplify_video/1983069798050213888/pl/j45ldvW7Lm7_X8tH.m3u8"
"Megane no Megami Tập 2",1,"https://video.twimg.com/amplify_video/1983066480087281665/pl/i8UwQlzbmbun9urL.m3u8"
"Jitaku Keibiin 2 Tập 6",1,"https://video.twimg.com/amplify_video/1983067512481722368/pl/WgwftevqUf5Y8btY.m3u8"
"Megane no Megami Tập 1",1,"https://video.twimg.com/amplify_video/1983066757444038656/pl/lSJ7b7x4K50CN4eE.m3u8"
"Nerawareta Megami Tenshi Angeltia Tập 2",1,"https://video.twimg.com/amplify_video/1983063049717030912/pl/6aYMI4oC45ZRYONt.m3u8"
"Jitaku Keibiin (2019) Tập 2",1,"https://video.twimg.com/amplify_video/1983068939174256640/pl/xg39rQXb4o-9ZdrS.m3u8"
"Mako-chan Kaihatsu Nikki Tập 1",1,"https://video.twimg.com/amplify_video/1983066303851036672/pl/QTCMosqiZc4P-qra.m3u8"
"Jitaku Keibiin (2019) Tập 1",1,"https://video.twimg.com/amplify_video/1983069126626062336/pl/_tKX6vax5ixgnfag.m3u8"
"Jitaku Keibiin 2 Tập 1",1,"https://video.twimg.com/amplify_video/1983068439653556224/pl/Iei0WNvapBTeU65b.m3u8"
"Eroriman 2 Tập 2",1,"https://video.twimg.com/amplify_video/1983069375851544576/pl/MDKecEZz4p1TPdW3.m3u8"
"Jitaku Keibiin 2 Tập 4",1,"https://video.twimg.com/amplify_video/1983067835241775104/pl/YcdYFoV9F5JOvmxN.m3u8"
"Isekai Kita node Sukebe Skill de Zenryoku Ouka Shiyou to Omou The Animation Tập 1",1,"https://video.twimg.com/amplify_video/1983063471974752256/pl/GzQzhs-KoH05cm08.m3u8"
"Mako-chan Kaihatsu Nikki Tập 3",1,"https://video.twimg.com/amplify_video/1983065732989542400/pl/BSbGHezA4SepvIUn.m3u8"
"Jitaku Keibiin 2 Tập 5",1,"https://video.twimg.com/amplify_video/1983067759794634752/pl/p-Ex91eYcCHGa_B3.m3u8"
"Mako-chan Kaihatsu Nikki Tập 4",1,"https://video.twimg.com/amplify_video/1983065222244909056/pl/SaeuWsBA1j8eCAgP.m3u8"
"Jitaku Keibiin 2 Tập 8",1,"https://video.twimg.com/amplify_video/1983066943851503616/pl/REmfbWSbBgJp2owu.m3u8"
"Chii-chan Kaihatsu Nikki Tập 2",1,"https://video.twimg.com/amplify_video/1983069647663452160/pl/d_ebJ7jSRYr3Hiw_.m3u8"
"Mesu Kyoushi 4: Kegasareta Kyoudan Tập 4",1,"https://video.twimg.com/amplify_video/1983072705416183808/pl/AbghhrapY07nCZde.m3u8"
"Jitaku Keibiin 2 Tập 7",1,"https://video.twimg.com/amplify_video/1983067437797965824/pl/ZznIjOMmG42uY_lV.m3u8"
"Jitaku Keibiin (2019) Tập 4",1,"https://video.twimg.com/amplify_video/1983068633073963008/pl/Gbqf6Uy8ZPDoeJPl.m3u8"
"Jitaku Keibiin 2 Tập 2",1,"https://video.twimg.com/amplify_video/1983068236665987072/pl/DBJaYtcVA0THTtmN.m3u8"
"Mesu Kyoushi 4: Kegasareta Kyoudan Tập 3",1,"https://video.twimg.com/amplify_video/1983071850742632449/pl/7M8wG5_zm9zDWKsv.m3u8"
"Mako-chan Kaihatsu Nikki Tập 2",1,"https://video.twimg.com/amplify_video/1983065901571174400/pl/mGZh0i9i7FEbY6vM.m3u8"
"Eroriman 2 Tập 1",1,"https://video.twimg.com/amplify_video/1983069678076411904/pl/edXuZ-JBUu_1VKGS.m3u8"
"Anoko to Iikoto Tập 2",1,"https://video.twimg.com/amplify_video/1983070168726036480/pl/8fBEiji_DM6CndZe.m3u8"
"Jitaku Keibiin (2019) Tập 3",1,"https://video.twimg.com/amplify_video/1983068919976898561/pl/DyOY5hgprh-GhM0j.m3u8"
"Kazoku: Haha to Shimai no Kyousei Tập 3",1,"https://video.twimg.com/amplify_video/1983076887854223360/pl/xv7Zdh7XVm5FZPxu.m3u8"
"Baka na Imouto wo Rikou ni Suru no wa Ore no xx dake na Ken ni Tsuite Tập 3",1,"https://video.twimg.com/amplify_video/1983126185606287360/pl/ySqh-DfWSSBKFVbM.m3u8"
"Nikuyome: Takayanagi Ke no Hitobito Tập 4",1,"https://video.twimg.com/amplify_video/1983129505376985088/pl/kh1hg-9L8SH_gaFs.m3u8"
"Mesu Kyoushi 4: Kegasareta Kyoudan Tập 2",1,"https://video.twimg.com/amplify_video/1983073607631675392/pl/5CpuJy0M3-KZgV_k.m3u8"
"Mesu Kyoushi 4: Kegasareta Kyoudan Tập 5",1,"https://video.twimg.com/amplify_video/1983071399175503872/pl/3oERH8Akq2UIfl4m.m3u8"
"Kanpeki Ojousama no Watakushi Tập 3",1,"https://video.twimg.com/amplify_video/1983074561915506688/pl/vzmo4lz696fXKyZ6.m3u8"
"Starless: 21st Century Nymphomaniacs Tập 3",1,"https://video.twimg.com/amplify_video/1983075558448676864/pl/b49emrR8pdNzhA6k.m3u8"
"Toilet no Hanako-san vs Kukkyou Taimashi Tập 2",1,"https://video.twimg.com/amplify_video/1983071039295770624/pl/jvlDhbsJ9CjthIFn.m3u8"
"Kanpeki Ojousama no Watakushi Tập 2",1,"https://video.twimg.com/amplify_video/1983074597034487808/pl/IpYj7FlZFzxfmz58.m3u8"
"Toilet no Hanako-san vs Kukkyou Taimashi Tập 1",1,"https://video.twimg.com/amplify_video/1983071205033738240/pl/6rYXXjtUo_fNl9iW.m3u8"
"Kazoku: Haha to Shimai no Kyousei Tập 2",1,"https://video.twimg.com/amplify_video/1983077489778802688/pl/hTfV5eEdB94HM6jD.m3u8"
"Kanpeki Ojousama no Watakushi Tập 1",1,"https://video.twimg.com/amplify_video/1983074632249827328/pl/lMEaQf_vQZ0KJbAS.m3u8"
"Toilet no Hanako-san vs Kukkyou Taimashi Tập 4",1,"https://video.twimg.com/amplify_video/1983070375572283392/pl/bt_BDCR6kh8_a2H4.m3u8"
"Starless: 21st Century Nymphomaniacs Tập 1",1,"https://video.twimg.com/amplify_video/1983075816880603136/pl/e8hygOgjRCAzYlPb.m3u8"
"Toilet no Hanako-san vs Kukkyou Taimashi Tập 3",1,"https://video.twimg.com/amplify_video/1983070504849195008/pl/sRtWqdO6GkwvfMyu.m3u8"
"Kami-machi Sana-chan The Animation Tập 1",1,"https://video.twimg.com/amplify_video/1983078948104744960/pl/rdw3pRKqeMF01NA7.m3u8"
"Starless: 21st Century Nymphomaniacs Tập 2",1,"https://video.twimg.com/amplify_video/1983075804897542144/pl/CQG21ieT_Ezl2RL_.m3u8"
"Baka na Imouto wo Rikou ni Suru no wa Ore no xx dake na Ken ni Tsuite Tập 4",1,"https://video.twimg.com/amplify_video/1983126185191034880/pl/JZ7Uk326IKcSy1ro.m3u8"
"Sleepless: A Midsummer Night&#8217;s Dream &#8211; The Animation Tập 1",1,"https://video.twimg.com/amplify_video/1983076461356445696/pl/II6FWEjQCmtz0kl9.m3u8"
"Aneki My Sweet Elder Sister The Animation Tập 1",1,"https://video.twimg.com/amplify_video/1983127548163772416/pl/aJ_Oif9JyhQNj5SP.m3u8"
"Mesu Kyoushi 4: Kegasareta Kyoudan Tập 1",1,"https://video.twimg.com/amplify_video/1983073449510682624/pl/q1qqMlYYkKV1ct8e.m3u8"
"Kanpeki Ojousama no Watakushi Tập 4",1,"https://video.twimg.com/amplify_video/1983073699319205888/pl/3SfkZaQG6URZGyoW.m3u8"
"Kazoku: Haha to Shimai no Kyousei Tập 1",1,"https://video.twimg.com/amplify_video/1983076965490802688/pl/XGoEHvFTMAZGyK7_.m3u8"
"Kazoku: Haha to Shimai no Kyousei Tập 4",1,"https://video.twimg.com/amplify_video/1983076780538822656/pl/YN4KlVqJxv07PU0e.m3u8"
"Aneki My Sweet Elder Sister The Animation Tập 2",1,"https://video.twimg.com/amplify_video/1983127480480206848/pl/L97u4WnAHuOriL24.m3u8"
"Aneki My Sweet Elder Sister The Animation Tập 3",1,"https://video.twimg.com/amplify_video/1983127377765928962/pl/e3QXY8pmdJJ3Ck8O.m3u8"
"Sleepless: A Midsummer Night&#8217;s Dream &#8211; The Animation Tập 2",1,"https://video.twimg.com/amplify_video/1983076082917011458/pl/giA4OZZxaM7zN1AY.m3u8"
"Starless: 21st Century Nymphomaniacs Tập 4",1,"https://video.twimg.com/amplify_video/1983074998139965440/pl/V_IVv1pJOR39if0S.m3u8"
"Mesu Kyoushi 4: Kegasareta Kyoudan Tập 6",1,"https://video.twimg.com/amplify_video/1983071346629230592/pl/X2PkSK5GnJR_crnA.m3u8"
"Anoko to Iikoto Tập 1",1,"https://video.twimg.com/amplify_video/1983070482917216256/pl/YxcWE9fpOwax-4Bs.m3u8"
"Isekai Harem Monogatari Tập 4",1,"https://video.twimg.com/amplify_video/1983133176282202112/pl/Eg-wli8vsmSGKvaC.m3u8"
"Himawari wa Yoru ni Saku Tập 1",1,"https://video.twimg.com/amplify_video/1983354770963267584/pl/SSr2zShuwvGvb350.m3u8"
"Nozoki Kanojo Tập 2",1,"https://video.twimg.com/amplify_video/1983132695849824256/pl/vWYLylCak6EicdTB.m3u8"
"Kyonyuu Onna Senshi: Dogeza Saimin Tập 2",1,"https://video.twimg.com/amplify_video/1983352693327384576/pl/m-Lby1rcfDDtTWcM.m3u8"
"White Blue Tập 3",1,"https://video.twimg.com/amplify_video/1983131395825262592/pl/aAAYUzQI_ttytFYp.m3u8"
"Tamashii Insert Tập 2",1,"https://video.twimg.com/amplify_video/1983131114915938304/pl/7wgxIH89umdoFZ5d.m3u8"
"Baka na Imouto wo Rikou ni Suru no wa Ore no xx dake na Ken ni Tsuite Tập 2",1,"https://video.twimg.com/amplify_video/1983126185992200192/pl/crG2HTzhq9bV9F5G.m3u8"
"Ero Ishi: Seijun Bishoujo wo Kotoba Takumi ni Hametai Houdai Tập 3",1,"https://video.twimg.com/amplify_video/1983351518267940864/pl/tTp_0o4XlRYkbG9X.m3u8"
"Isekai Harem Monogatari Tập 3",1,"https://video.twimg.com/amplify_video/1983133957370589184/pl/fF0jGW4Afp6F6QWn.m3u8"
"Aneki My Sweet Elder Sister The Animation Tập 4",1,"https://video.twimg.com/amplify_video/1983127374670548992/pl/1G0uNdshaTiNmnXB.m3u8"
"Ero Ishi: Seijun Bishoujo wo Kotoba Takumi ni Hametai Houdai Tập 1",1,"https://video.twimg.com/amplify_video/1983349601319911424/pl/D4oi7o0T584bnNlt.m3u8"
"Nozoki Kanojo Tập 4",1,"https://video.twimg.com/amplify_video/1983132291258793984/pl/Vx85FEQRZu9eVgo8.m3u8"
"Isekai Harem Monogatari Tập 2",1,"https://video.twimg.com/amplify_video/1983134152334426113/pl/PEmwlxzWtjQgFvTP.m3u8"
"Baka na Imouto wo Rikou ni Suru no wa Ore no xx dake na Ken ni Tsuite Tập 1",1,"https://video.twimg.com/amplify_video/1983126350509531136/pl/SoxUGmv4HM0C4ItM.m3u8"
"Ero Ishi: Seijun Bishoujo wo Kotoba Takumi ni Hametai Houdai Tập 2",1,"https://video.twimg.com/amplify_video/1983349601751977984/pl/Ko3_QjR0wgbBuMUK.m3u8"
"Nikuyome: Takayanagi Ke no Hitobito Tập 3",1,"https://video.twimg.com/amplify_video/1983129661816152065/pl/RWBFQuzA4m8ghYvf.m3u8"
"Ero Ishi: Seijun Bishoujo wo Kotoba Takumi ni Hametai Houdai Tập 4",1,"https://video.twimg.com/amplify_video/1983351033393803264/pl/ZdMKW9R83Fbpxqed.m3u8"
"Yamitsuki Mura: Melty Limit The Animation Tập 1",1,"https://video.twimg.com/amplify_video/1983349600946651136/pl/l3aIfapFepY70zjV.m3u8"
"Nikuyome: Takayanagi Ke no Hitobito Tập 1",1,"https://video.twimg.com/amplify_video/1983129957158076416/pl/hnhA_TNSHL44AJRF.m3u8"
"Inkou Kyoushi no Saimin Seikatsu Shidouroku Tập 2",1,"https://video.twimg.com/amplify_video/1983352139003965440/pl/618LAxq2KbxUp7s9.m3u8"
"Tamashii Insert Tập 1",1,"https://video.twimg.com/amplify_video/1983130874582294528/pl/zmkqkQd9_4yKxZ6R.m3u8"
"Inkou Kyoushi no Saimin Seikatsu Shidouroku Tập 1",1,"https://video.twimg.com/amplify_video/1983351779946377216/pl/v7DcCjIHlvT0zHXi.m3u8"
"White Blue Tập 2",1,"https://video.twimg.com/amplify_video/1983131719256477696/pl/eWnD2cgd0OMwuoYa.m3u8"
"Yamitsuki Mura: Melty Limit The Animation Tập 2",1,"https://video.twimg.com/amplify_video/1983349600917278720/pl/R1V9s9WUuuYwgfdA.m3u8"
"White Blue Tập 4",1,"https://video.twimg.com/amplify_video/1983131210592190464/pl/bqQRODY1C1uYHRWx.m3u8"
"White Blue Tập 1",1,"https://video.twimg.com/amplify_video/1983132256316141568/pl/pLuHct5m4EhiDv69.m3u8"
"Kyonyuu Onna Senshi: Dogeza Saimin Tập 1",1,"https://video.twimg.com/amplify_video/1983352528235356160/pl/esgJPel5aotE6gK1.m3u8"
"Nozoki Kanojo Tập 3",1,"https://video.twimg.com/amplify_video/1983132417721249793/pl/pruy8bTaM8WivNbA.m3u8"
"Nozoki Kanojo Tập 1",1,"https://video.twimg.com/amplify_video/1983133461998080000/pl/TH5acW0Kc1_GSbBT.m3u8"
"Nikuyome: Takayanagi Ke no Hitobito Tập 2",1,"https://video.twimg.com/amplify_video/1983129843085492225/pl/7Eb8FWkMVw7Epsmu.m3u8"
"Chiisana Tsubomi no Sono Oku ni Tập 2",1,"https://video.twimg.com/amplify_video/1983352738361597952/pl/EKqUbvy2B2p8fCtR.m3u8"
"Akane wa Tsumare Somerareru Tập 1",1,"https://video.twimg.com/amplify_video/1983356186809298944/pl/5bU4mZYc2MWcwzDx.m3u8"
"Kyonyuu Elf Oyako Saimin Tập 2",1,"https://video.twimg.com/amplify_video/1983355486654058496/pl/iCQGeZnsWzYBllLx.m3u8"
"Isekai Harem Monogatari Tập 1",1,"https://video.twimg.com/amplify_video/1983355387542679552/pl/i9lyM0ls1hJeBK1n.m3u8"
"Haji+ Shinchishin Tập 1",1,"https://video.twimg.com/amplify_video/1983354217847799809/pl/O5NUVNsG9p7bMvlD.m3u8"
"Imaizumin Chi wa Douyara Gal no Tamariba ni Natteru Rashii Tập 1",1,"https://video.twimg.com/amplify_video/1983362501380067328/pl/r3XI4iiRh9DJXyEG.m3u8"
"Haji+ Shinchishin Tập 2",1,"https://video.twimg.com/amplify_video/1983354650184032256/pl/qFg8vyKnkuUnKf4r.m3u8"
"Delivery Chinko o Tanomitai Onee-san Tập 1",1,"https://video.twimg.com/amplify_video/1983353668737855489/pl/kz3GpbhlEmryBFt4.m3u8"
"Chiisana Tsubomi no Sono Oku ni Tập 1",1,"https://video.twimg.com/amplify_video/1983352736696373248/pl/mF4eY0vA1Lg3jE-R.m3u8"
"Kitsune Musume no Ecchi na Oyado Tập 1",1,"https://video.twimg.com/amplify_video/1983354875007188992/pl/7BTkJxJLw5Ji_90E.m3u8"
"Tsugunai Tập 1",1,"https://video.twimg.com/amplify_video/1983355301286772736/pl/_Gl6JbEBA7QsHMGZ.m3u8"
"Sakusei Byoutou The Animation Tập 2",1,"https://video.twimg.com/amplify_video/1983357095505174529/pl/hNO9hgqigNOYah4t.m3u8"
"Chiisana Tsubomi no Sono Oku ni Tập 3",1,"https://video.twimg.com/amplify_video/1983353172530765824/pl/DxSti76ecSz4l5Ii.m3u8"
"Ajisai no Chiru Koro ni Tập 1",1,"https://video.twimg.com/amplify_video/1983354258389950464/pl/JI-uCOjyBqca_Jhd.m3u8"
"Sakusei Byoutou The Animation Tập 1",1,"https://video.twimg.com/amplify_video/1983357054065471488/pl/Sh1WtjnIoMJR_JYB.m3u8"
"Sakusei Byoutou The Animation Tập 3",1,"https://video.twimg.com/amplify_video/1983358387313360896/pl/Ctdfox_8jJn6gWed.m3u8"
"Akane wa Tsumare Somerareru Tập 2",1,"https://video.twimg.com/amplify_video/1983356322876637184/pl/KOhWbstw6L49YqJN.m3u8"
"Papa Katsu! Tập 2",1,"https://video.twimg.com/amplify_video/1983363978404188160/pl/vkjmHkqkuLRt4NKZ.m3u8"
"Lovely Heart Tập 2",1,"https://video.twimg.com/amplify_video/1983356477327716352/pl/Z5pwocBCUQ6rwAJS.m3u8"
"Taimanin Shiranui: Inyoku no Dorei Shoufu Tập 1",1,"https://video.twimg.com/amplify_video/1983358566007218176/pl/r0u0zcFuMXRGanJA.m3u8"
"Real Eroge Situation! 2 The Animation Tập 1",1,"https://video.twimg.com/amplify_video/1983356873668452352/pl/MwWz0QvygKvJ26Fj.m3u8"
"Imaizumin Chi wa Douyara Gal no Tamariba ni Natteru Rashii Tập 2",1,"https://video.twimg.com/amplify_video/1983363086665875456/pl/p4ZENU0MYD8GxO24.m3u8"
"Eroge de Subete wa Kaiketsu Dekiru! The Animation Tập 2",1,"https://video.twimg.com/amplify_video/1983353761562087424/pl/h5mI4oybZDhQUEDm.m3u8"
"Chiisana Tsubomi no Sono Oku ni Tập 4",1,"https://video.twimg.com/amplify_video/1983353353938653184/pl/sJOkE1yg5tCw53tJ.m3u8"
"Kitsune Musume no Ecchi na Oyado Tập 2",1,"https://video.twimg.com/amplify_video/1983354902244941824/pl/W55Z2EBUTu5uGj0j.m3u8"
"Tsugunai Tập 2",1,"https://video.twimg.com/amplify_video/1983355431390003200/pl/l0-HOJ8PCGrPIssG.m3u8"
"Boku to Nurse no Kenshuu Nisshi The Animation Tập 1",1,"https://video.twimg.com/amplify_video/1983359022611808256/pl/5g07NiGIhPCuHuk9.m3u8"
"Lovely Heart Tập 1",1,"https://video.twimg.com/amplify_video/1983356367311192064/pl/8v8th-ZStaFXt4VX.m3u8"
"Real Eroge Situation! 2 The Animation Tập 2",1,"https://video.twimg.com/amplify_video/1983357023023423488/pl/19fXvu41fAPvTADi.m3u8"
"Itadaki! Seieki Tập 1",1,"https://video.twimg.com/amplify_video/1983369622247145472/pl/Bqbuw-_Hlmads9EP.m3u8"
"Kaede to Suzu The Animation Tập 2",1,"https://video.twimg.com/amplify_video/1983360675264053248/pl/HnRnS7l8NcnyqwkK.m3u8"
"Anata wa Watashi no Mono Tập 2",1,"https://video.twimg.com/amplify_video/1983378130887757824/pl/8ccDcf6ALV1isVLo.m3u8"
"Subarashiki Kokka no Kizukikata Tập 2",1,"https://video.twimg.com/amplify_video/1983367737838612480/pl/dcN1AtPh6w2A-uKN.m3u8"
"Euphoria Tập 6",1,"https://video.twimg.com/amplify_video/1983369197284450304/pl/ffDGZ8mJiOf9E7BW.m3u8"
"Nee Summer! Tập 1",1,"https://video.twimg.com/amplify_video/1983365992127340544/pl/9TbVYgco7OMWYu7f.m3u8"
"Koakuma Kanojo The Animation Tập 1",1,"https://video.twimg.com/amplify_video/1983365857255239680/pl/v0rRQiKx4Brzjjkl.m3u8"
"Kaede to Suzu The Animation Tập 1",1,"https://video.twimg.com/amplify_video/1983360160136355840/pl/IZsaHwHhMHIclKfO.m3u8"
"Anehame: Ore no Hatsukoi ga Jisshi na Wake ga Nai Tập 2",1,"https://video.twimg.com/amplify_video/1983370380145209344/pl/2hI7_U4pGoZBBB71.m3u8"
"Eroriman Tập 1",1,"https://video.twimg.com/amplify_video/1983364007835668480/pl/EbkdWAWGV-Yg9dvY.m3u8"
"Euphoria Tập 4",1,"https://video.twimg.com/amplify_video/1983368331286462465/pl/drfVyDsepUvmuXO9.m3u8"
"Euphoria Tập 3",1,"https://video.twimg.com/amplify_video/1983368175744913408/pl/3fQOyCJ9681HiDRO.m3u8"
"Isekai Yarisaa Tập 1",1,"https://video.twimg.com/amplify_video/1983361104475492352/pl/D-9KUYiHXlPHSg8C.m3u8"
"Subarashiki Kokka no Kizukikata Tập 1",1,"https://video.twimg.com/amplify_video/1983367597509734400/pl/qAuADrsKbHvEi_-m.m3u8"
"Euphoria Tập 2",1,"https://video.twimg.com/amplify_video/1983367885289295872/pl/N0qbwoQwIRQAiX7d.m3u8"
"Koakuma Kanojo The Animation Tập 2",1,"https://video.twimg.com/amplify_video/1983366966476750848/pl/hYpjmQXMrt7Z-KLq.m3u8"
"Anata wa Watashi no Mono Tập 1",1,"https://video.twimg.com/amplify_video/1983360468342210562/pl/nGRH1EjyHRudl710.m3u8"
"Eroge de Subete wa Kaiketsu Dekiru! The Animation Tập 1",1,"https://video.twimg.com/amplify_video/1983370351129112579/pl/k4HYcFBXiOhSMBEF.m3u8"
"Mama x Holic: Miwaku no Mama to Amaama Kankei &#8211; The Animation Tập 2",1,"https://video.twimg.com/amplify_video/1983371029553508353/pl/lXfKe9xLqaZ9x-EQ.m3u8"
"Itadaki! Seieki Special Tập 1",1,"https://video.twimg.com/amplify_video/1983369390247616512/pl/bT6n-3BGTAGJ5aqO.m3u8"
"Soshite Watashi wa Sensei ni Tập 1",1,"https://video.twimg.com/amplify_video/1983369625392807936/pl/fYV9vImfrmFy5x3y.m3u8"
"Anehame: Ore no Hatsukoi ga Jisshi na Wake ga Nai Tập 1",1,"https://video.twimg.com/amplify_video/1983370312356888576/pl/lb0nUngmuFMQXZJ3.m3u8"
"Euphoria Tập 1",1,"https://video.twimg.com/amplify_video/1983367788635832320/pl/thbZ0Ki5SjkfPxvF.m3u8"
"Soshite Watashi wa Sensei ni Tập 2",1,"https://video.twimg.com/amplify_video/1983370047620796417/pl/UMwhH1jcvD-jL7p_.m3u8"
"Isekai Yarisaa Tập 2",1,"https://video.twimg.com/amplify_video/1983362324393058304/pl/2KM2Ds_fpLK1mkml.m3u8"
"Eroriman Tập 2",1,"https://video.twimg.com/amplify_video/1983364817055326208/pl/01l4BGmguCDYyoI8.m3u8"
"Honoo no Haramase Tenkousei Tập 3",1,"https://video.twimg.com/amplify_video/1983365492434780160/pl/XhK5nWdAoxJL1iZu.m3u8"
"Mama x Holic: Miwaku no Mama to Amaama Kankei &#8211; The Animation Tập 1",1,"https://video.twimg.com/amplify_video/1983370796975153152/pl/WfBzi4pHz3eyxmPw.m3u8"
"Euphoria Tập 5",1,"https://video.twimg.com/amplify_video/1983368899413348352/pl/IN3bA3Nxrj3B_sx9.m3u8"
"Nee Summer! Tập 2",1,"https://video.twimg.com/amplify_video/1983367269079003136/pl/jFk8buwZ-RjGMzwy.m3u8"
"Netokano Tập 1",1,"https://video.twimg.com/amplify_video/1983368943717769216/pl/rY2NQEFCAKhImQe6.m3u8"
"Honoo no Haramase Tenkousei Tập 2",1,"https://video.twimg.com/amplify_video/1983371284982423552/pl/_iTeezyJlwVIk4B_.m3u8"
"Ane to Boin Tập 1",1,"https://video.twimg.com/amplify_video/1983378800277676032/pl/GqUy3PK9QRWwean6.m3u8"
"Kyonyuu Elf Oyako Saimin Tập 1",1,"https://video.twimg.com/amplify_video/1983370955310112768/pl/rDF9F4n78zMnkzsY.m3u8"
"Ane to Boin Tập 2",1,"https://video.twimg.com/amplify_video/1983378799874998272/pl/djKgY5h8aKLCV0Iy.m3u8"
"Soikano: Gyutto Dakishimete Tập 1",1,"https://video.twimg.com/amplify_video/1983378799791067136/pl/Oa19dDmvErvslaD5.m3u8"
